metric,lens,percentile,elite90_flag,low15_flag,playbook_lens,stat_category,signal
reb,pos_all,50.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,5.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,48.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,7.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,28.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,49.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,13.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,32.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,91.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,49.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,30.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,57.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,9.3,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,37.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,4.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,48.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.3,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,35.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,4.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,97.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,61.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,62.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,92.2,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,74.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,37.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,14.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,30.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,92.1,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,77.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,21.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,92.0,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,60.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,69.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,33.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,65.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,26.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,97.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,97.9,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,29.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,0.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,22.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,60.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,91.3,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,75.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,82.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,16.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,75.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,94.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,15.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,25.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,90.5,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,77.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,72.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,22.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,89.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,64.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,80.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,82.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,53.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,86.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,52.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,72.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,37.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,8.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,62.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,80.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,61.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,51.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,16.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,5.2,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,99.4,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,83.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,36.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,97.1,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,38.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,70.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,78.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,10.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,90.4,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,76.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,26.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,21.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,30.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,8.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,17.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,55.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,43.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,98.2,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,66.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,19.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,41.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,19.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,10.7,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,22.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,62.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,3.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,71.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,41.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,8.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,44.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,52.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,59.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,74.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,12.6,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,9.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,66.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,18.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.7,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,49.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,95.0,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,65.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,26.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,43.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,32.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,53.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,22.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,12.6,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,33.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,49.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,36.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,47.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,28.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,43.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,30.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,32.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,59.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,80.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,31.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,85.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,47.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,44.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,16.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,89.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,25.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,73.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,95.4,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,38.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,50.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,7.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,51.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,34.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,81.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,37.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,10.6,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,59.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,17.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,54.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,54.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,97.6,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,8.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,27.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.2,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,41.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,98.9,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,37.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,28.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,61.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,18.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,1.2,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,70.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,51.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,37.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,29.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,54.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,84.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,26.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,95.1,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,66.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,29.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,88.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,67.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,14.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,68.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,69.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,47.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,3.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,20.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,84.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,71.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,85.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,94.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,84.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,72.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,55.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,11.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,87.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,11.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,15.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,10.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,41.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,61.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,89.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,71.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,93.5,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,2.7,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,93.0,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,81.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,72.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,45.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,33.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,59.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,8.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,72.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,7.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,48.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,79.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,45.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,7.3,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,84.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,44.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,48.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,21.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,59.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,74.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,31.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,47.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,56.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,98.2,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,15.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,19.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,42.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,33.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,42.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,28.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,62.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,83.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,96.4,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,38.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,65.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,45.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,20.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,44.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,17.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,42.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,68.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,4.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,34.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,97.3,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,62.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,93.6,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,17.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,81.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,9.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,0.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,36.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,25.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,81.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,23.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,92.3,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,3.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,27.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,94.1,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,49.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,83.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,14.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,33.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,5.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,89.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,2.7,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,23.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,97.6,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,87.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,84.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,29.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,65.2,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,49.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,62.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,64.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,32.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,23.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,53.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,35.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,86.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,6.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,79.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,53.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,10.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,10.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,10.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,6.5,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,9.7,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,34.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,74.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,6.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,21.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,23.4,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,87.7,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,91.9,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,95.4,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,6.1,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,95.6,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,80.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,74.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,44.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,73.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,46.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,34.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,2.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,95.8,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,30.9,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,26.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,3.4,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,12.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,4.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,57.3,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,27.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,99.7,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,55.8,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,0.6,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,99.9,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,26.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,0.2,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,27.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,38.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,54.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,0.9,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,68.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,40.6,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,0.2,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,32.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,7.0,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,99.3,1,0,Lineup Optimization,Rebounds,ELITE (>=90th)
reb,pos_all,45.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,4.8,0,1,Lineup Optimization,Rebounds,CONCERN (<=15th)
reb,pos_all,30.1,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,19.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,19.0,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,24.5,0,0,Lineup Optimization,Rebounds,Neutral
reb,pos_all,78.8,0,0,Lineup Optimization,Rebounds,Neutral
usage,season,93.3,1,0,Contract/Valuation,Scoring / Role,ELITE (>=90th)
usage,season,69.8,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,91.7,1,0,Contract/Valuation,Scoring / Role,ELITE (>=90th)
usage,season,76.6,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,99.3,1,0,Contract/Valuation,Scoring / Role,ELITE (>=90th)
usage,season,49.6,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,80.4,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,61.0,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,84.5,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,73.3,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,64.5,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,85.8,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,79.1,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,48.3,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,71.2,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,96.7,1,0,Contract/Valuation,Scoring / Role,ELITE (>=90th)
usage,season,58.7,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,97.9,1,0,Contract/Valuation,Scoring / Role,ELITE (>=90th)
usage,season,54.0,0,0,Contract/Valuation,Scoring / Role,Neutral
usage,season,41.9,0,0,Contract/Valuation,Scoring / Role,Neutral
